File Name,Object Type,Title,Item Sequence,Issue Sequence,Visibility,Parent ARK,Issue ARK,Item ARK,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_007.tif,Page,Page 7,61,7,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z17t0h67,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17t0h67,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_008.tif,Page,Page 8,62,8,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1419rj5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1419rj5,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_001.tif,Page,Page 1,63,1,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z10609fh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10609fh,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_002.tif,Page,Page 2,64,2,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z1vd9sxt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd9sxt,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_003.tif,Page,Page 3,65,3,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z1qn927b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn927b,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_004.tif,Page,Page 4,66,4,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z1kw89hm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw89hm,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_005.tif,Page,Page 5,67,5,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z1g47js6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g47js6,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_006.tif,Page,Page 6,68,6,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z1bc6t00,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc6t00,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_nd_02_007.tif,Page,Page 7,69,7,open,ark:/21198/z1c56f5x,ark:/21198/z13r3n7j,ark:/21198/z16m6293,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m6293,1958,[circa 26-31 de enero 1958]
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_001.tif,Page,Page 1,70,1,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1ff6mtw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff6mtw,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_002.tif,Page,Page 2,71,2,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z19p5w3k,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5w3k,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_003.tif,Page,Page 3,72,3,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1613tsg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1613tsg,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_004.tif,Page,Page 4,73,4,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1283313,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1283313,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_005.tif,Page,Page 5,74,5,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1xh2km9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh2km9,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_006.tif,Page,Page 6,75,6,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1sr1twk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1twk,1958,1958-02-11 [?] (vol. 01 | no. 17)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_1957boletin_007.tif,Page,Page 7,76,7,open,ark:/21198/z1c56f5x,ark:/21198/z1v72d17,ark:/21198/z1p0134h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p0134h,1958,1958-02-11 [?] (vol. 01 | no. 17)
