File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_636.tif,Page,Page 636,636,ark:/21198/z1835t07,ark:/21198/z1xd32t4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd32t4
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_637.tif,Page,Page 637,637,ark:/21198/z1835t07,ark:/21198/z1sn2b3t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn2b3t
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_638.tif,Page,Page 638,638,ark:/21198/z1835t07,ark:/21198/z1p008sq,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p008sq
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_639.tif,Page,Page 639,639,ark:/21198/z1835t07,ark:/21198/z1j69j1d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69j1d
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_640.tif,Page,Page 640,640,ark:/21198/z1835t07,ark:/21198/z1df8sb4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8sb4
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_641.tif,Page,Page 641,641,ark:/21198/z1835t07,ark:/21198/z18p81pp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p81pp
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_642.tif,Page,Page 642,642,ark:/21198/z1835t07,ark:/21198/z14x78zz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x78zz
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_643.tif,Page,Page 643,643,ark:/21198/z1835t07,ark:/21198/z1156j7z,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156j7z
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_644.tif,Page,Page 644,644,ark:/21198/z1835t07,ark:/21198/z1wd61q6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd61q6
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_645.tif,Page,Page 645,645,ark:/21198/z1835t07,ark:/21198/z1rr40cr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr40cr
