File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Visibility,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_015.tif,Page,Page 15,79,15,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z18k95cn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k95cn,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_016.tif,Page,Page 16,80,16,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z14t8dnx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t8dnx,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_001.tif,Page,Page 1,81,1,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1127nvm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127nvm,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_002.tif,Page,Page 2,82,2,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1w975d5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w975d5,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_003.tif,Page,Page 3,83,3,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1rj6drb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj6drb,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_004.tif,Page,Page 4,84,4,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1mw4cdw,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4cdw,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_005.tif,Page,Page 5,85,5,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1h43mst,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43mst,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_006.tif,Page,Page 6,86,6,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1cc2w12,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2w12,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_007.tif,Page,Page 7,87,7,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z17m246c,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17m246c,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_008.tif,Page,Page 8,88,8,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z13v1cf6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v1cf6,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_009.tif,Page,Page 9,89,9,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1030mr7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1030mr7,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_010.tif,Page,Page 10,90,10,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1vb04cp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb04cp,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_011.tif,Page,Page 11,91,11,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1qn831p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn831p,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_012.tif,Page,Page 12,92,12,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1kw7bbd,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7bbd,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_013.tif,Page,Page 13,93,13,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1g46km0,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46km0,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_014.tif,Page,Page 14,94,14,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z1bc5tsx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bc5tsx,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_015.tif,Page,Page 15,95,15,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z16m531j,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16m531j,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss06_Apr1941_016.tif,Page,Page 16,96,16,ark:/21198/z1d816kv,ark:/21198/z1h14x4c,ark:/21198/z12v4bb8,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4bb8,1941,1941-04-01 (vol. 01 | no. 06)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_001.tif,Page,Page 1,97,1,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1z33tz7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33tz7,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_002.tif,Page,Page 2,98,2,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1tf1skb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1skb,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_003.tif,Page,Page 3,99,3,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1pp11zb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp11zb,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_004.tif,Page,Page 4,100,4,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1jx0954,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0954,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_005.tif,Page,Page 5,101,5,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1f49jc8,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f49jc8,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_006.tif,Page,Page 6,102,6,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z19c8sm3,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c8sm3,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_007.tif,Page,Page 7,103,7,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z15m81x6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m81x6,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_008.tif,Page,Page 8,104,8,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z11v797b,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v797b,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_009.tif,Page,Page 9,105,9,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1x65h64,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65h64,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_010.tif,Page,Page 10,106,10,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1sf4rhv,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4rhv,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_011.tif,Page,Page 11,107,11,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1np40qm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np40qm,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_012.tif,Page,Page 12,108,12,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1hx37x0,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hx37x0,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_013.tif,Page,Page 13,109,13,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z1d52h5j,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d52h5j,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_014.tif,Page,Page 14,110,14,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z18d1rg8,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d1rg8,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_015.tif,Page,Page 15,111,15,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z14n10v8,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n10v8,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss07_Apr1941_016.tif,Page,Page 16,112,16,ark:/21198/z1d816kv,ark:/21198/z1c845d1,ark:/21198/z10z8zjb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8zjb,1941,1941-04-15 (vol. 01 | no. 07)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_001.tif,Page,Page 1,113,1,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1w68g2r,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68g2r,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_002.tif,Page,Page 2,114,2,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1rf7q9k,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7q9k,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_003.tif,Page,Page 3,115,3,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1mp6zgh,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6zgh,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_004.tif,Page,Page 4,116,4,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1gx66r5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx66r5,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_005.tif,Page,Page 5,117,5,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1c55g32,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c55g32,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_006.tif,Page,Page 6,118,6,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z17d4qgp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4qgp,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_007.tif,Page,Page 7,119,7,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z13r2p3s,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2p3s,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_008.tif,Page,Page 8,120,8,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1001xdt,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001xdt,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_009.tif,Page,Page 9,121,9,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1v71dvm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71dvm,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_010.tif,Page,Page 10,122,10,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1qg0p3v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0p3v,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_011.tif,Page,Page 11,123,11,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1kp9xb4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9xb4,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_012.tif,Page,Page 12,124,12,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1fx95q4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx95q4,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_013.tif,Page,Page 13,125,13,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1b58f1k,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b58f1k,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_014.tif,Page,Page 14,126,14,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z16h6cpq,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6cpq,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_015.tif,Page,Page 15,127,15,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z12r5n0v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5n0v,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss08_May1941_016.tif,Page,Page 16,128,16,ark:/21198/z1d816kv,ark:/21198/z17h3dp9,ark:/21198/z1z054dh,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z054dh,1941,1941-05-01 (vol. 01 | no. 08)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_001.tif,Page,Page 1,129,1,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1t74cnb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t74cnb,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_002.tif,Page,Page 2,130,2,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1pg3mxm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3mxm,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_003.tif,Page,Page 3,131,3,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1jq2w86,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2w86,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_004.tif,Page,Page 4,132,4,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1f20txn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20txn,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_005.tif,Page,Page 5,133,5,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1990392,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990392,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_006.tif,Page,Page 6,134,6,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z15h9bks,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h9bks,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_007.tif,Page,Page 7,135,7,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z11r8ktm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8ktm,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_008.tif,Page,Page 8,136,8,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1x08384,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x08384,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_009.tif,Page,Page 9,137,9,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1s77bjd,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s77bjd,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_010.tif,Page,Page 10,138,10,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1ng6kx1,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6kx1,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_011.tif,Page,Page 11,139,11,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1ht4jj4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht4jj4,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_012.tif,Page,Page 12,140,12,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1d23swm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23swm,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_013.tif,Page,Page 13,141,13,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1893264,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1893264,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_014.tif,Page,Page 14,142,14,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z14j29c2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j29c2,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_015.tif,Page,Page 15,143,15,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z10s1jmw,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1jmw,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss09_May1941_016.tif,Page,Page 16,144,16,ark:/21198/z1d816kv,ark:/21198/z13r2p0f,ark:/21198/z1w11249,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11249,1941,1941-05-15 (vol. 01 | no. 09)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_001.tif,Page,Page 1,145,1,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1r809hx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r809hx,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_002.tif,Page,Page 2,146,2,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1mk884g,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk884g,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_003.tif,Page,Page 3,147,3,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1gt7hgn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt7hgn,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_004.tif,Page,Page 4,148,4,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1c26rr7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26rr7,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_005.tif,Page,Page 5,149,5,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z17960xj,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17960xj,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_006.tif,Page,Page 6,150,6,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z13j585s,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j585s,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_007.tif,Page,Page 7,151,7,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1zs4rqj,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4rqj,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_008.tif,Page,Page 8,152,8,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1v1412t,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v1412t,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_009.tif,Page,Page 9,153,9,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1qc1zr1,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc1zr1,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_010.tif,Page,Page 10,154,10,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1km174f,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km174f,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_011.tif,Page,Page 11,155,11,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1fv0gbt,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0gbt,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_012.tif,Page,Page 12,156,12,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1b29qjz,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29qjz,1941,1941-06-01 (vol. 01 | no. 10)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss10_Jun1941_013.tif,Page,Page 13,157,13,ark:/21198/z1d816kv,ark:/21198/z1001x81,ark:/21198/z1698zss,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698zss,1941,1941-06-01 (vol. 01 | no. 10)
